CustomerID,Recency,Frequency,Monetary,CustomerSegment,ChurnRisk
15316.0,326,1,165.0,Low Value,High Risk
15318.0,3,1,312.62,Low Value,Low Risk
15319.0,283,1,204.5,Low Value,High Risk
15320.0,43,1,267.13,Low Value,Medium Risk
15321.0,48,4,2663.48,High Value,Medium Risk
15322.0,63,2,602.97,Medium Value,Medium Risk
15325.0,103,1,161.74,Low Value,High Risk
15326.0,333,1,311.71,Low Value,High Risk
15327.0,52,1,208.75,Low Value,Medium Risk
15329.0,34,5,1005.5,Medium Value,Medium Risk
15330.0,31,2,714.96,Medium Value,Medium Risk
15332.0,365,4,1661.06,High Value,High Risk
15333.0,207,1,1028.56,Medium Value,High Risk
15334.0,156,3,350.82,Low Value,High Risk
15335.0,53,1,170.22,Low Value,Medium Risk
15339.0,65,3,557.57,Medium Value,Medium Risk
15341.0,80,1,2020.52,High Value,Medium Risk
15342.0,115,2,391.76,Medium Value,High Risk
15343.0,86,1,364.5,Low Value,Medium Risk
15344.0,0,5,476.58,Medium Value,Low Risk
15345.0,34,2,367.69,Low Value,Medium Risk
15346.0,332,1,252.42000000000002,Low Value,High Risk
15347.0,365,1,201.60000000000002,Low Value,High Risk
15348.0,71,1,158.04,Low Value,Medium Risk
15349.0,157,2,463.90999999999997,Medium Value,High Risk
15350.0,372,1,115.65,Low Value,
15351.0,11,10,1836.69,High Value,Low Risk
15353.0,254,2,770.12,Medium Value,High Risk
15355.0,28,2,277.05,Low Value,Low Risk
15356.0,30,10,2718.03,High Value,Low Risk
15358.0,4,29,8235.65,High Value,Low Risk
15360.0,39,1,427.93,Medium Value,Medium Risk
15361.0,361,1,418.92,Medium Value,High Risk
15363.0,240,2,318.05,Low Value,High Risk
15364.0,95,2,913.19,Medium Value,High Risk
15365.0,25,9,1330.45,High Value,Low Risk
15366.0,74,2,602.51,Medium Value,Medium Risk
15367.0,56,5,1867.69,High Value,Medium Risk
15368.0,20,1,446.94000000000005,Medium Value,Low Risk
15369.0,143,1,-1592.49,Low Value,High Risk
15370.0,40,8,2360.55,High Value,Medium Risk
15372.0,136,1,2007.3999999999999,High Value,High Risk
15373.0,7,13,2213.11,High Value,Low Risk
15374.0,128,1,168.0,Low Value,High Risk
15376.0,39,3,1221.56,High Value,Medium Risk
15379.0,168,8,3631.8900000000003,High Value,High Risk
15380.0,8,6,1682.3600000000001,High Value,Low Risk
15381.0,213,2,596.85,Medium Value,High Risk
15382.0,14,8,5927.86,High Value,Low Risk
15384.0,169,3,635.76,Medium Value,High Risk
15385.0,39,1,316.88,Low Value,Medium Risk
15386.0,185,1,394.14,Medium Value,High Risk
15388.0,269,1,140.54,Low Value,High Risk
15389.0,171,1,500.0,Medium Value,High Risk
15392.0,4,5,1515.73,High Value,Low Risk
15393.0,15,2,231.86,Low Value,Low Risk
15394.0,9,4,2183.54,High Value,Low Risk
15395.0,325,1,107.45,Low Value,High Risk
15396.0,112,1,288.18,Low Value,High Risk
15397.0,289,1,94.0,Low Value,High Risk
15398.0,15,3,1339.63,High Value,Low Risk
15399.0,0,3,815.77,Medium Value,Low Risk
15400.0,91,6,666.7,Medium Value,High Risk
15402.0,148,2,626.77,Medium Value,High Risk
15405.0,188,1,349.1,Low Value,High Risk
15406.0,17,4,426.61,Medium Value,Low Risk
15407.0,33,4,1046.74,Medium Value,Medium Risk
15408.0,263,1,267.18,Low Value,High Risk
15410.0,83,8,3450.84,High Value,Medium Risk
15411.0,25,5,1336.43,High Value,Low Risk
15412.0,170,1,190.53,Low Value,High Risk
15414.0,9,3,774.9000000000001,Medium Value,Low Risk
15415.0,312,1,559.61,Medium Value,High Risk
15416.0,64,5,3974.37,High Value,Medium Risk
15417.0,84,1,508.8,Medium Value,Medium Risk
15419.0,24,1,135.86,Low Value,Low Risk
15421.0,58,4,950.36,Medium Value,Medium Risk
15422.0,322,2,97.7,Low Value,High Risk
15423.0,37,1,43.5,Low Value,Medium Risk
15424.0,253,2,383.34,Medium Value,High Risk
15426.0,18,7,1386.58,High Value,Low Risk
15427.0,32,3,1430.54,High Value,Medium Risk
15428.0,14,1,93.78,Low Value,Low Risk
15429.0,26,3,364.90000000000003,Low Value,Low Risk
15432.0,22,1,171.19,Low Value,Low Risk
15433.0,78,3,417.87,Medium Value,Medium Risk
15434.0,7,6,997.48,Medium Value,Low Risk
15435.0,21,1,149.29,Low Value,Low Risk
15436.0,11,3,1067.75,Medium Value,Low Risk
15437.0,261,1,200.16,Low Value,High Risk
15438.0,130,1,156.57999999999998,Low Value,High Risk
15440.0,54,3,383.68,Medium Value,Medium Risk
15442.0,248,1,594.0,Medium Value,High Risk
15443.0,1,8,3188.84,High Value,Low Risk
15444.0,8,2,1411.21,High Value,Low Risk
15445.0,263,1,113.5,Low Value,High Risk
15447.0,330,1,155.17,Low Value,High Risk
15448.0,312,1,494.64,Medium Value,High Risk
15449.0,25,5,971.22,Medium Value,Low Risk
15450.0,29,1,429.84,Medium Value,Low Risk
15452.0,29,3,528.48,Medium Value,Low Risk
15453.0,1,7,1371.77,High Value,Low Risk
15454.0,361,1,179.1,Low Value,High Risk
15456.0,282,3,434.59000000000003,Medium Value,High Risk
15457.0,261,1,237.07,Low Value,High Risk
15458.0,24,1,161.64,Low Value,Low Risk
15460.0,353,1,214.26,Low Value,High Risk
15462.0,93,3,234.6,Low Value,High Risk
15463.0,28,1,126.14,Low Value,Low Risk
15464.0,337,1,1044.65,Medium Value,High Risk
15465.0,19,24,6945.0199999999995,High Value,Low Risk
15466.0,84,1,334.53,Low Value,Medium Risk
15467.0,8,4,511.88,Medium Value,Low Risk
15468.0,34,5,438.46,Medium Value,Medium Risk
15469.0,42,4,504.5,Medium Value,Medium Risk
15471.0,1,1,454.48,Medium Value,Low Risk
15472.0,112,1,371.56,Low Value,High Risk
15473.0,13,10,1465.2,High Value,Low Risk
15475.0,76,1,454.10999999999996,Medium Value,Medium Risk
15478.0,39,2,1399.92,High Value,Medium Risk
15480.0,115,1,905.5,Medium Value,High Risk
15482.0,15,16,6393.52,High Value,Low Risk
15483.0,160,4,225.26,Low Value,High Risk
15484.0,0,5,3559.21,High Value,Low Risk
15485.0,29,3,2564.5,High Value,Low Risk
15488.0,92,1,91.32000000000001,Low Value,High Risk
15489.0,22,4,1090.03,Medium Value,Low Risk
15491.0,94,7,3090.85,High Value,High Risk
15492.0,27,2,659.4599999999999,Medium Value,Low Risk
15493.0,32,7,1918.86,High Value,Medium Risk
15494.0,20,2,1280.58,High Value,Low Risk
15497.0,17,3,1259.7,High Value,Low Risk
15498.0,0,35,12396.46,High Value,Low Risk
15500.0,7,4,1131.56,Medium Value,Low Risk
15502.0,15,23,5541.46,High Value,Low Risk
15503.0,362,1,141.04,Low Value,High Risk
15504.0,80,1,52.83,Low Value,Medium Risk
15505.0,52,7,3497.14,High Value,Medium Risk
15506.0,22,3,972.08,Medium Value,Low Risk
15507.0,171,1,475.86,Medium Value,High Risk
15508.0,188,6,1000.27,Medium Value,High Risk
15510.0,330,1,250.0,Low Value,High Risk
15511.0,11,5,900.53,Medium Value,Low Risk
15512.0,155,2,121.0,Low Value,High Risk
15513.0,30,22,14520.08,High Value,Low Risk
15514.0,11,13,2907.45,High Value,Low Risk
15516.0,44,3,62.43,Low Value,Medium Risk
15517.0,232,1,267.03,Low Value,High Risk
15518.0,63,13,1890.99,High Value,Medium Risk
15520.0,1,1,343.5,Low Value,Low Risk
15521.0,35,13,2574.65,High Value,Medium Risk
15522.0,32,2,397.99,Medium Value,Medium Risk
15523.0,83,1,412.01000000000005,Medium Value,Medium Risk
15524.0,24,1,440.0,Medium Value,Low Risk
15525.0,1,4,719.47,Medium Value,Low Risk
15526.0,32,2,148.44,Low Value,Medium Risk
15527.0,18,10,2347.57,High Value,Low Risk
15528.0,253,1,229.33,Low Value,High Risk
15529.0,22,12,3935.15,High Value,Low Risk
15530.0,21,4,1497.31,High Value,Low Risk
15531.0,7,2,1972.39,High Value,Low Risk
15532.0,24,6,1500.88,High Value,Low Risk
15533.0,18,5,746.92,Medium Value,Low Risk
15535.0,172,7,426.4,Medium Value,High Risk
15537.0,162,1,110.92,Low Value,High Risk
15539.0,6,1,538.46,Medium Value,Low Risk
15540.0,10,1,213.3,Low Value,Low Risk
15541.0,113,1,85.13000000000001,Low Value,High Risk
15543.0,287,1,127.86,Low Value,High Risk
15544.0,8,11,3542.51,High Value,Low Risk
15545.0,53,2,288.96999999999997,Low Value,Medium Risk
15547.0,6,14,4910.6,High Value,Low Risk
15549.0,76,4,1643.96,High Value,Medium Risk
15550.0,3,4,575.63,Medium Value,Low Risk
15551.0,36,1,436.06,Medium Value,Medium Risk
15552.0,216,1,90.12,Low Value,High Risk
15553.0,59,1,428.93,Medium Value,Medium Risk
15554.0,277,1,217.2,Low Value,High Risk
15555.0,11,20,4747.89,High Value,Low Risk
15556.0,23,1,279.77,Low Value,Low Risk
15557.0,28,1,468.91,Medium Value,Low Risk
15561.0,11,5,722.74,Medium Value,Low Risk
15562.0,351,1,134.55,Low Value,High Risk
15563.0,8,7,1319.69,High Value,Low Risk
15565.0,49,2,173.16,Low Value,Medium Risk
15567.0,18,1,186.01,Low Value,Low Risk
15568.0,2,3,758.29,Medium Value,Low Risk
15569.0,103,5,1375.71,High Value,High Risk
15570.0,6,13,4093.27,High Value,Low Risk
15571.0,11,4,650.4300000000001,Medium Value,Low Risk
15572.0,4,7,2533.42,High Value,Low Risk
15573.0,31,2,591.1899999999999,Medium Value,Medium Risk
15574.0,177,4,675.64,Medium Value,High Risk
15576.0,37,1,921.37,Medium Value,Medium Risk
15577.0,150,3,258.88,Low Value,High Risk
15578.0,161,1,127.1,Low Value,High Risk
15579.0,68,2,327.6,Low Value,Medium Risk
15581.0,120,14,3425.77,High Value,High Risk
15582.0,24,3,682.9100000000001,Medium Value,Low Risk
15584.0,23,5,718.36,Medium Value,Low Risk
15585.0,176,1,455.3,Medium Value,High Risk
15587.0,49,4,913.6800000000001,Medium Value,Medium Risk
15589.0,252,4,456.58,Medium Value,High Risk
15590.0,288,1,-30.19,Low Value,High Risk
15592.0,46,1,388.58,Medium Value,Medium Risk
15593.0,70,1,199.8,Low Value,Medium Risk
15594.0,15,6,1767.53,High Value,Low Risk
15596.0,100,9,1343.34,High Value,High Risk
15597.0,29,2,315.71999999999997,Low Value,Low Risk
15598.0,34,3,235.68,Low Value,Medium Risk
15599.0,26,2,761.74,Medium Value,Low Risk
15601.0,10,17,6745.36,High Value,Low Risk
15602.0,7,15,1083.63,Medium Value,Low Risk
15603.0,78,1,48.480000000000004,Low Value,Medium Risk
15604.0,51,1,216.39,Low Value,Medium Risk
15605.0,35,5,1198.23,High Value,Medium Risk
15606.0,56,11,2422.64,High Value,Medium Risk
15607.0,336,1,104.76,Low Value,High Risk
15608.0,27,4,1093.68,Medium Value,Low Risk
15609.0,182,2,270.03000000000003,Low Value,High Risk
15610.0,51,1,112.46000000000001,Low Value,Medium Risk
15611.0,9,15,1568.39,High Value,Low Risk
15612.0,35,2,195.15,Low Value,Medium Risk
15615.0,9,27,10360.04,High Value,Low Risk
15618.0,32,5,747.031,Medium Value,Medium Risk
15619.0,10,1,336.40000000000003,Low Value,Low Risk
15620.0,49,6,1524.4,High Value,Medium Risk
15621.0,3,6,1158.77,High Value,Low Risk
15622.0,2,16,3224.53,High Value,Low Risk
15623.0,140,1,301.03,Low Value,High Risk
15624.0,116,4,588.13,Medium Value,High Risk
15625.0,99,8,1504.56,High Value,High Risk
15626.0,74,2,675.8,Medium Value,Medium Risk
15628.0,4,10,2865.64,High Value,Low Risk
15630.0,44,3,1180.4,High Value,Medium Risk
15632.0,15,10,3147.31,High Value,Low Risk
15634.0,16,1,243.55,Low Value,Low Risk
15636.0,89,2,724.76,Medium Value,Medium Risk
15637.0,52,1,223.36,Low Value,Medium Risk
15638.0,300,1,-94.0,Low Value,High Risk
15639.0,133,1,425.32,Medium Value,High Risk
15640.0,3,17,12336.74,High Value,Low Risk
15641.0,104,4,1887.2,High Value,High Risk
15643.0,178,6,647.4,Medium Value,High Risk
15644.0,165,4,803.54,Medium Value,High Risk
15645.0,18,1,612.01,Medium Value,Low Risk
15646.0,157,4,425.14000000000004,Medium Value,High Risk
15648.0,203,4,582.0500000000001,Medium Value,High Risk
15649.0,335,2,816.0,Medium Value,High Risk
15651.0,36,3,646.3,Medium Value,Medium Risk
15652.0,90,1,337.74,Low Value,Medium Risk
15653.0,92,2,877.4399999999999,Medium Value,High Risk
15654.0,8,2,922.53,Medium Value,Low Risk
15655.0,232,2,511.32,Medium Value,High Risk
15656.0,44,4,748.5,Medium Value,Medium Risk
15657.0,22,1,30.0,Low Value,Low Risk
15658.0,189,8,958.9,Medium Value,High Risk
15659.0,43,1,306.45,Low Value,Medium Risk
15660.0,24,12,1552.01,High Value,Low Risk
15661.0,316,2,309.8,Low Value,High Risk
15663.0,105,1,138.14,Low Value,High Risk
15664.0,50,2,358.63,Low Value,Medium Risk
15665.0,167,2,2222.21,High Value,High Risk
15667.0,39,1,301.32,Low Value,Medium Risk
15668.0,217,1,76.32000000000001,Low Value,High Risk
15669.0,39,5,677.69,Medium Value,Medium Risk
15670.0,296,1,173.05,Low Value,High Risk
15671.0,18,10,2635.4900000000002,High Value,Low Risk
15673.0,87,4,2726.23,High Value,Medium Risk
15674.0,72,8,1744.02,High Value,Medium Risk
15675.0,80,3,323.69,Low Value,Medium Risk
15676.0,8,5,3324.09,High Value,Low Risk
15677.0,48,1,657.23,Medium Value,Medium Risk
15678.0,52,1,352.7,Low Value,Medium Risk
15679.0,23,4,781.28,Medium Value,Low Risk
15680.0,8,3,1333.68,High Value,Low Risk
15681.0,17,6,946.36,Medium Value,Low Risk
15683.0,116,1,193.75,Low Value,High Risk
15687.0,8,11,2981.5,High Value,Low Risk
15689.0,119,2,254.1,Low Value,High Risk
15690.0,3,2,239.76,Low Value,Low Risk
15691.0,251,1,136.8,Low Value,High Risk
15692.0,27,1,191.04,Low Value,Low Risk
15694.0,0,15,6423.6,High Value,Low Risk
15695.0,266,2,409.98,Medium Value,High Risk
15696.0,32,12,2619.11,High Value,Medium Risk
15699.0,17,1,309.65,Low Value,Low Risk
15700.0,171,3,664.03,Medium Value,High Risk
15701.0,1,4,1529.0,High Value,Low Risk
15703.0,264,1,211.5,Low Value,High Risk
15704.0,139,4,2293.62,High Value,High Risk
15705.0,200,1,143.1,Low Value,High Risk
15706.0,59,7,1001.8100000000001,Medium Value,Medium Risk
15707.0,34,4,916.98,Medium Value,Medium Risk
15708.0,40,11,3200.73,High Value,Medium Risk
15709.0,283,1,133.25,Low Value,High Risk
15712.0,8,5,1072.3600000000001,Medium Value,Low Risk
15713.0,142,3,346.75,Low Value,High Risk
15714.0,11,2,330.03000000000003,Low Value,Low Risk
15716.0,145,4,1101.1100000000001,Medium Value,High Risk
15717.0,233,1,150.3,Low Value,High Risk
15719.0,32,14,5028.42,High Value,Medium Risk
15720.0,23,1,598.73,Medium Value,Low Risk
15721.0,11,1,471.40000000000003,Medium Value,Low Risk
15722.0,35,6,2169.86,High Value,Medium Risk
15723.0,364,1,190.7,Low Value,High Risk
15724.0,200,3,212.3,Low Value,High Risk
15725.0,14,1,415.25,Medium Value,Low Risk
15727.0,16,7,5159.06,High Value,Low Risk
15728.0,48,1,-134.8,Low Value,Medium Risk
15729.0,197,2,62.0,Low Value,High Risk
15730.0,65,4,1108.38,Medium Value,Medium Risk
15732.0,211,2,294.12,Low Value,High Risk
15733.0,282,1,162.3,Low Value,High Risk
15734.0,114,2,1339.45,High Value,High Risk
15737.0,14,12,1121.21,Medium Value,Low Risk
15738.0,18,19,4788.77,High Value,Low Risk
15739.0,65,1,449.12,Medium Value,Medium Risk
15740.0,48,1,154.88,Low Value,Medium Risk
15743.0,15,4,775.96,Medium Value,Low Risk
15744.0,77,1,34.8,Low Value,Medium Risk
15745.0,8,6,1071.24,Medium Value,Low Risk
15746.0,133,2,182.96,Low Value,High Risk
15747.0,12,3,946.64,Medium Value,Low Risk
15748.0,39,1,144.36,Low Value,Medium Risk
15749.0,234,4,21535.9,High Value,High Risk
15750.0,2,9,2448.8,High Value,Low Risk
15752.0,39,8,2618.15,High Value,Medium Risk
15753.0,304,1,79.2,Low Value,High Risk
15754.0,50,4,455.67,Medium Value,Medium Risk
15755.0,0,8,2318.88,High Value,Low Risk
15756.0,60,4,528.01,Medium Value,Medium Risk
15757.0,65,2,714.42,Medium Value,Medium Risk
15758.0,24,1,205.25,Low Value,Low Risk
15759.0,217,3,253.04,Low Value,High Risk
15762.0,64,2,583.75,Medium Value,Medium Risk
15763.0,31,3,1048.67,Medium Value,Medium Risk
15764.0,80,10,3245.47,High Value,Medium Risk
15766.0,63,1,315.06,Low Value,Medium Risk
15768.0,115,4,581.8299999999999,Medium Value,High Risk
15769.0,6,29,51823.72,High Value,Low Risk
15773.0,5,1,635.6800000000001,Medium Value,Low Risk
15774.0,68,1,270.8,Low Value,Medium Risk
15775.0,244,1,104.9,Low Value,High Risk
15776.0,132,1,241.62,Low Value,High Risk
15777.0,240,5,1021.61,Medium Value,High Risk
15780.0,183,3,475.28000000000003,Medium Value,High Risk
15781.0,24,4,333.56,Low Value,Low Risk
15782.0,9,4,2593.94,High Value,Low Risk
15783.0,10,1,246.3,Low Value,Low Risk
15785.0,29,8,2303.75,High Value,Low Risk
15786.0,43,5,4821.0,High Value,Medium Risk
15787.0,25,3,933.26,Medium Value,Low Risk
15789.0,357,1,351.3,Low Value,High Risk
15790.0,9,1,218.75,Low Value,Low Risk
15791.0,43,3,1604.44,High Value,Medium Risk
15793.0,8,4,948.96,Medium Value,Low Risk
15795.0,149,1,610.01,Medium Value,High Risk
15796.0,0,10,2663.6600000000003,High Value,Low Risk
15797.0,112,4,2207.4,High Value,High Risk
15799.0,75,3,884.14,Medium Value,Medium Risk
15800.0,106,2,696.89,Medium Value,High Risk
15801.0,45,4,1042.19,Medium Value,Medium Risk
15802.0,142,3,-451.42,Low Value,High Risk
15803.0,50,1,415.82000000000005,Medium Value,Medium Risk
15804.0,0,19,3848.55,High Value,Low Risk
15805.0,22,20,5411.87,High Value,Low Risk
15806.0,45,3,784.58,Medium Value,Medium Risk
15807.0,49,3,903.9,Medium Value,Medium Risk
15808.0,305,5,3641.07,High Value,High Risk
15809.0,35,6,399.21,Medium Value,Medium Risk
15810.0,78,7,1145.43,High Value,Medium Risk
15811.0,16,9,2171.32,High Value,Low Risk
15812.0,106,5,1801.14,High Value,High Risk
15813.0,207,2,1303.9099999999999,High Value,High Risk
15814.0,2,6,1842.73,High Value,Low Risk
15815.0,63,5,2100.6,High Value,Medium Risk
15819.0,48,4,1905.45,High Value,Medium Risk
15820.0,319,1,206.98,Low Value,High Risk
15821.0,43,2,570.96,Medium Value,Medium Risk
15822.0,2,2,885.47,Medium Value,Low Risk
15823.0,336,2,-840.76,Low Value,High Risk
15825.0,171,1,532.94,Medium Value,High Risk
15826.0,50,4,1649.3600000000001,High Value,Medium Risk
15827.0,72,20,1641.48,High Value,Medium Risk
15829.0,98,2,636.14,Medium Value,High Risk
15830.0,28,2,547.7,Medium Value,Low Risk
15831.0,57,4,740.64,Medium Value,Medium Risk
15832.0,253,1,836.79,Medium Value,High Risk
15834.0,69,6,2076.3,High Value,Medium Risk
15835.0,43,4,954.09,Medium Value,Medium Risk
15836.0,44,2,117.47,Low Value,Medium Risk
15837.0,64,1,391.98,Medium Value,Medium Risk
15838.0,10,21,33350.76,High Value,Low Risk
15839.0,24,5,1020.74,Medium Value,Low Risk
15840.0,58,3,345.66,Low Value,Medium Risk
15841.0,63,6,1209.1,High Value,Medium Risk
15843.0,303,1,118.95000000000002,Low Value,High Risk
15844.0,45,1,130.73999999999998,Low Value,Medium Risk
15845.0,17,10,3650.87,High Value,Low Risk
15847.0,37,2,389.27,Medium Value,Medium Risk
15850.0,18,2,234.88,Low Value,Low Risk
15852.0,186,2,160.71,Low Value,High Risk
15853.0,51,1,110.8,Low Value,Medium Risk
15854.0,3,12,2969.12,High Value,Low Risk
15855.0,136,5,712.24,Medium Value,High Risk
15856.0,3,31,15929.74,High Value,Low Risk
15857.0,18,1,297.0,Low Value,Low Risk
15858.0,15,5,1427.57,High Value,Low Risk
15860.0,40,8,965.16,Medium Value,Medium Risk
15861.0,11,9,2981.92,High Value,Low Risk
15862.0,7,4,832.88,Medium Value,Low Risk
15863.0,25,2,68.84,Low Value,Low Risk
15864.0,21,8,1769.7800000000002,High Value,Low Risk
15865.0,40,3,895.13,Medium Value,Medium Risk
15866.0,100,1,211.89,Low Value,High Risk
15867.0,4,16,3795.29,High Value,Low Risk
15869.0,276,2,149.64,Low Value,High Risk
15870.0,32,1,351.44,Low Value,Medium Risk
15872.0,14,2,316.25,Low Value,Low Risk
15874.0,62,9,4330.67,High Value,Medium Risk
15877.0,1,3,437.83,Medium Value,Low Risk
15880.0,368,2,299.03,Low Value,
15881.0,311,8,438.24,Medium Value,High Risk
15882.0,198,5,495.36,Medium Value,High Risk
15883.0,1,2,396.48,Medium Value,Low Risk
15885.0,92,3,379.35,Medium Value,High Risk
15886.0,59,1,181.09,Low Value,Medium Risk
15888.0,79,2,141.27,Low Value,Medium Risk
15889.0,156,2,420.07,Medium Value,High Risk
15891.0,226,1,511.68,Medium Value,High Risk
15894.0,252,2,258.25,Low Value,High Risk
15895.0,149,1,179.17,Low Value,High Risk
15897.0,193,2,208.59,Low Value,High Risk
15898.0,0,6,1379.63,High Value,Low Risk
15899.0,368,1,56.25,Low Value,
15900.0,23,1,337.28,Low Value,Low Risk
15901.0,16,3,351.73,Low Value,Low Risk
15903.0,9,8,5126.34,High Value,Low Risk
15904.0,7,1,164.68,Low Value,Low Risk
15906.0,19,8,1521.79,High Value,Low Risk
15907.0,3,3,882.72,Medium Value,Low Risk
15909.0,173,1,191.94,Low Value,High Risk
15910.0,0,8,1228.88,High Value,Low Risk
15912.0,177,2,264.62,Low Value,High Risk
15916.0,15,10,1466.01,High Value,Low Risk
15917.0,247,1,123.1,Low Value,High Risk
15918.0,190,2,334.23,Low Value,High Risk
15919.0,19,2,525.69,Medium Value,Low Risk
15920.0,153,4,167.5,Low Value,High Risk
15921.0,172,1,323.03000000000003,Low Value,High Risk
15922.0,371,2,363.6,Low Value,
15923.0,372,1,127.08,Low Value,
15925.0,193,1,207.15,Low Value,High Risk
15930.0,66,1,426.63,Medium Value,Medium Risk
15932.0,3,11,2461.85,High Value,Low Risk
15933.0,20,3,1107.46,Medium Value,Low Risk
15935.0,238,2,416.86,Medium Value,High Risk
15937.0,63,1,145.35,Low Value,Medium Risk
15938.0,111,5,404.58,Medium Value,High Risk
15939.0,89,16,6102.26,High Value,Medium Risk
15940.0,310,2,31.799999999999997,Low Value,High Risk
15942.0,133,1,337.44,Low Value,High Risk
15944.0,276,1,325.1,Low Value,High Risk
15945.0,364,1,181.0,Low Value,High Risk
15947.0,82,1,1708.24,High Value,Medium Risk
15948.0,7,2,955.24,Medium Value,Low Risk
15949.0,16,2,364.72,Low Value,Low Risk
15950.0,1,5,1684.46,High Value,Low Risk
15951.0,0,3,669.57,Medium Value,Low Risk
15952.0,33,4,781.91,Medium Value,Medium Risk
15953.0,14,10,1632.4299999999998,High Value,Low Risk
15955.0,23,16,4389.81,High Value,Low Risk
15957.0,31,1,428.89,Medium Value,Medium Risk
15958.0,73,1,104.35,Low Value,Medium Risk
15963.0,19,2,470.76,Medium Value,Low Risk
15965.0,16,4,808.87,Medium Value,Low Risk
15967.0,22,2,397.68,Medium Value,Low Risk
15969.0,2,4,582.9,Medium Value,Low Risk
15970.0,303,1,314.1,Low Value,High Risk
15971.0,17,12,4199.85,High Value,Low Risk
15973.0,235,3,99.77000000000002,Low Value,High Risk
15974.0,38,8,3429.55,High Value,Medium Risk
15975.0,83,1,371.01,Low Value,Medium Risk
15976.0,164,2,427.64,Medium Value,High Risk
15977.0,16,2,1054.73,Medium Value,Low Risk
15978.0,76,1,1098.78,Medium Value,Medium Risk
15980.0,88,3,2398.86,High Value,Medium Risk
15981.0,24,8,3408.48,High Value,Low Risk
15983.0,21,4,1465.12,High Value,Low Risk
15984.0,2,11,2759.93,High Value,Low Risk
15985.0,122,3,1037.42,Medium Value,High Risk
15986.0,29,1,168.12,Low Value,Low Risk
15987.0,11,7,1432.77,High Value,Low Risk
15988.0,18,1,156.78,Low Value,Low Risk
15990.0,43,2,792.11,Medium Value,Medium Risk
15992.0,3,1,41.989999999999995,Low Value,Low Risk
15993.0,8,10,2736.92,High Value,Low Risk
15994.0,54,1,414.27,Medium Value,Medium Risk
15996.0,87,7,1016.6800000000001,Medium Value,Medium Risk
15998.0,36,6,3074.42,High Value,Medium Risk
16000.0,2,3,12393.7,High Value,Low Risk
16003.0,29,5,2735.37,High Value,Low Risk
16005.0,11,4,578.71,Medium Value,Low Risk
16006.0,210,1,101.4,Low Value,High Risk
16007.0,47,4,1693.81,High Value,Medium Risk
16008.0,23,3,478.78,Medium Value,Low Risk
16009.0,21,4,972.11,Medium Value,Low Risk
16010.0,245,3,392.4,Medium Value,High Risk
16011.0,7,16,3352.96,High Value,Low Risk
16012.0,34,3,1415.29,High Value,Medium Risk
16013.0,3,54,33366.25,High Value,Low Risk
16014.0,35,4,637.58,Medium Value,Medium Risk
16015.0,3,4,689.6999999999999,Medium Value,Low Risk
16016.0,2,10,1440.06,High Value,Low Risk
16017.0,46,1,211.88,Low Value,Medium Risk
16018.0,38,2,408.90000000000003,Medium Value,Medium Risk
16019.0,1,10,3450.2400000000002,High Value,Low Risk
16020.0,16,3,851.01,Medium Value,Low Risk
16022.0,259,1,602.63,Medium Value,High Risk
16023.0,45,3,719.81,Medium Value,Medium Risk
16024.0,11,1,251.03,Low Value,Low Risk
16025.0,29,1,439.65999999999997,Medium Value,Low Risk
16026.0,42,1,236.09,Low Value,Medium Risk
16027.0,91,7,852.12,Medium Value,High Risk
16029.0,38,76,53168.69,High Value,Medium Risk
16030.0,309,1,331.24,Low Value,High Risk
16031.0,91,2,547.9,Medium Value,High Risk
16033.0,5,27,8690.03,High Value,Low Risk
16034.0,195,3,437.7,Medium Value,High Risk
16036.0,86,2,758.92,Medium Value,Medium Risk
16037.0,269,3,855.02,Medium Value,High Risk
16038.0,7,4,454.33000000000004,Medium Value,Low Risk
16040.0,64,3,1313.55,High Value,Medium Risk
16041.0,30,3,3166.4,High Value,Low Risk
16042.0,21,7,1127.57,Medium Value,Low Risk
16043.0,37,4,773.99,Medium Value,Medium Risk
16045.0,119,4,1340.7,High Value,High Risk
16048.0,85,3,243.69000000000003,Low Value,Medium Risk
16049.0,39,3,1074.81,Medium Value,Medium Risk
16050.0,173,1,137.9,Low Value,High Risk
16052.0,53,1,362.06,Low Value,Medium Risk
16053.0,32,2,1511.95,High Value,Medium Risk
16054.0,144,1,783.9,Medium Value,High Risk
16055.0,220,1,134.8,Low Value,High Risk
16056.0,44,1,650.75,Medium Value,Medium Risk
16057.0,3,10,2140.2200000000003,High Value,Low Risk
16059.0,65,6,1453.16,High Value,Medium Risk
16061.0,268,1,-29.95,Low Value,High Risk
16062.0,9,4,1153.62,High Value,Low Risk
16063.0,259,1,335.32,Low Value,High Risk
16065.0,364,1,367.14,Low Value,High Risk
16066.0,16,5,1521.04,High Value,Low Risk
16070.0,21,2,852.15,Medium Value,Low Risk
16071.0,44,1,326.24,Low Value,Medium Risk
16072.0,287,1,584.3199999999999,Medium Value,High Risk
16073.0,291,2,94.35,Low Value,High Risk
16076.0,2,11,2173.53,High Value,Low Risk
16078.0,283,1,79.2,Low Value,High Risk
16079.0,16,3,1352.0,High Value,Low Risk
16080.0,81,3,176.6,Low Value,Medium Risk
16081.0,55,5,2799.42,High Value,Medium Risk
16083.0,100,2,1317.62,High Value,High Risk
